"cmc","oracle_text","rarity","num_printings","price"
3,"Skip your draw step.
Whenever you discard a card, exile that card from your graveyard.
Pay 1 life: Exile the top card of your library face down. Put that card into your hand at the beginning of your next end step.","mythic",14,12.54
6,"Living weapon (When this Equipment enters the battlefield, create a 0/0 black Phyrexian Germ creature token, then attach this to it.)
Equipped creature gets +3/+1 and has haste.
Equip {2}","uncommon",1,0.15
6,"{3}{B}{B}, Sacrifice a creature: Return Necrosavant from your graveyard to the battlefield. Activate only during your upkeep.","uncommon",5,0.07
3,"Wither (This deals damage to creatures in the form of -1/-1 counters.)
Whenever a creature an opponent controls with a -1/-1 counter on it dies, you may return that card to the battlefield under your control.","rare",3,7.12
4,"Flying
Necrosquito enters the battlefield with two oil counters on it.
Necrosquito gets +1/+1 for each oil counter on it.
Whenever another creature or artifact you control is put into a graveyard from the battlefield, put an oil counter on Necrosquito.","uncommon",1,0.03
2,"Enchant creature
Enchanted creature has ""Whenever another creature dies, put a +1/+1 counter on this creature.""
When enchanted creature dies, look at the top X cards of your library, where X is its power. Put one of those cards into your hand and the rest on the bottom of your library in a random order.","uncommon",2,0.16
3,"As an additional cost to cast this spell, exile a creature you control.
Exile target creature or planeswalker.","uncommon",1,0.02
7,"Each player sacrifices six creatures. You create six tapped 2/2 black Zombie creature tokens.","rare",4,0.3
4,"Enchant creature
Enchanted creature has ""At the beginning of your upkeep, sacrifice this creature.""
When enchanted creature dies, its controller chooses target creature one of their opponents controls. Return Necrotic Plague from its owner's graveyard to the battlefield attached to that creature.","rare",1,0.2
3,"All Slivers have ""{3}, Sacrifice this permanent: Destroy target permanent.""","uncommon",7,0.15
1,"Undergrowth — Target creature gets -X/-X until end of turn, where X is the number of creature cards in your graveyard. If that creature would die this turn, exile it instead.","uncommon",3,0.06
2,"Flying
{B}, {T}: Target Faerie or Elf gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.)","uncommon",1,0.37
1,"Sacrifice a land: Target creature gains haste until end of turn.","rare",1,1.1
1,"Needle Drop deals 1 damage to any target that was dealt damage this turn.
Draw a card.","common",1,2.15
3,"Flying
Wither (This deals damage to creatures in the form of -1/-1 counters.)
Whenever Needle Specter deals combat damage to a player, that player discards that many cards.","rare",2,0.45
0,"Needle Spires enters the battlefield tapped.
{T}: Add {R} or {W}.
{2}{R}{W}: Needle Spires becomes a 2/1 red and white Elemental creature with double strike until end of turn. It's still a land.","rare",3,0.25
7,"If an opponent gained life this turn, you may pay {B} rather than pay this spell's mana cost.
Target player loses 5 life and you gain 5 life.","uncommon",1,0.24
4,"Flash
Protection from artifacts","uncommon",1,0.1
4,"Reach","common",2,0.03
6,"Reach (This creature can block creatures with flying.)","common",1,0.08
2,"Flying, deathtouch","common",1,0.02
4,"Enrage — Whenever Needletooth Raptor is dealt damage, it deals 5 damage to target creature an opponent controls.","uncommon",1,0.37
0,NA,"rare",8,4.41
4,"If damage would be dealt to you, exile that many cards from your graveyard instead. If you can't, you lose the game.
If you would gain life, draw that many cards instead.
When Nefarious Lich leaves the battlefield, you lose the game.","rare",1,1.95
6,"Flying
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Whenever Nefarox, Overlord of Grixis attacks alone, defending player sacrifices a creature.","rare",1,0.39
6,"Whenever Nefashu attacks, up to five target creatures each get -1/-1 until end of turn.","rare",2,0.22
2,"Counter target noncreature spell.","common",31,0.5
4,"Trample
Whenever Neheb, Dreadhorde Champion deals combat damage to a player or planeswalker, you may discard any number of cards. If you do, draw that many cards and add that much {R}. Until end of turn, you don't lose this mana as steps and phases end.","rare",4,0.15
5,"Afflict 3 (Whenever this creature becomes blocked, defending player loses 3 life.)
At the beginning of your postcombat main phase, add {R} for each 1 life your opponents have lost this turn.","mythic",7,6.51
3,"Whenever equipped creature deals damage to a creature, tap that creature. That creature doesn't untap during its controller's untap step for as long as Neko-Te remains on the battlefield.
Whenever equipped creature deals damage to a player, that player loses 1 life.
Equip {2}","rare",1,4.92
4,"First strike
When Nekrataal enters the battlefield, destroy target nonartifact, nonblack creature. That creature can't be regenerated.","uncommon",13,0.16
5,"At the beginning of each player's draw step, that player draws an additional card.
Whenever an opponent draws a card, Nekusar, the Mindrazer deals 1 damage to that player.","mythic",9,9.43
5,"","common",1,0.04
6,"{2}{G}: Create a 1/1 green Saproling creature token.
Sacrifice a Saproling: Saproling creatures get +1/+1 until end of turn.","uncommon",3,0.1
4,"Reach
If a creature an opponent controls would die, exile it instead. When you do, create a 1/1 green Saproling creature token.
{G}, Sacrifice a Saproling: Nemata, Primeval Warden gets +2/+2 until end of turn.
{1}{B}, Sacrifice two Saprolings: Draw a card.","rare",5,0.16
3,"All creatures able to block equipped creature do so.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.)","uncommon",1,1.05
5,"Flying
{2}{R}: Return Nemesis Phoenix from your graveyard to the battlefield tapped and attacking. Activate only during the declare attackers step and only if you're attacking two or more opponents.","uncommon",2,0.07
6,"If a white creature is attacking, you may pay {B}{B} rather than pay this spell's mana cost.
Exile target attacking creature. Create a token that's a copy of that creature. Exile it at the beginning of the next end step.","uncommon",2,0.14
6,"This spell costs {1} less to cast for each creature card in your graveyard.
{7}{G}{G}: Monstrosity 5. This ability costs {1} less to activate for each creature card in your graveyard. (If this creature isn't monstrous, put five +1/+1 counters on it and it becomes monstrous.)","uncommon",1,0.05
5,"Whenever Nemesis of Reason attacks, defending player mills ten cards.","rare",4,5.19
2,"As an additional cost to cast this spell, sacrifice a creature.
Search your library for a creature card with mana value equal to 1 plus the sacrificed creature's mana value, put that card onto the battlefield with an additional +1/+1 counter on it, then shuffle.","uncommon",1,0.61
3,"This spell costs {1} less to cast if you control a Vampire.
Neonate's Rush deals 1 damage to target creature and 1 damage to its controller. Draw a card.","common",2,0.07
0,"At the beginning of your end step, mill seven cards. Then return a card at random from your graveyard to your hand.
Whenever chaos ensues, return target card from your graveyard to your hand.","common",2,3.49
0,"If a spell or ability an opponent controls causes you to discard a card, you may reveal that card and put it on top of your library instead of putting it anywhere else.
{T}: Add {C}.","uncommon",2,0.19
0,"{T}: Add {C}.
{1}{U}{B}, {T}: Target player mills three cards.","rare",4,0.11
4,"Flash (You may cast this spell any time you could cast an instant.)
Flying","common",2,0.02
1,"{3}{U}, {T}: Exile another target creature you control, then return that card to the battlefield under your control.","uncommon",3,0.05
5,"Reach
{6}{G}: Monstrosity 4. (If this creature isn't monstrous, put four +1/+1 counters on it and it becomes monstrous.)","uncommon",3,0.07
3,"","common",2,0.01
5,"Tribute 3 (As this creature enters the battlefield, an opponent of your choice may put three +1/+1 counters on it.)
When Nessian Demolok enters the battlefield, if tribute wasn't paid, destroy target noncreature permanent.","uncommon",1,0.04
5,"When Nessian Game Warden enters the battlefield, look at the top X cards of your library, where X is the number of Forests you control. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.","uncommon",1,0.06
2,"At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on Nessian Hornbeetle.","uncommon",3,0.05
2,"Constellation — Whenever an enchantment enters the battlefield under your control, look at the top three cards of your library. You may reveal a land card from among them and put that card into your hand. Put the rest on the bottom of your library in a random order.","uncommon",2,0.1
